,STATION,DAY,Entered,Exited,IMPRESSIONS
530,5 AV/53 ST,15,27593.0,25966.0,53559.0
531,5 AV/53 ST,16,27003.0,25014.0,52017.0
532,5 AV/59 ST,10,12283.0,8884.0,21167.0
533,5 AV/59 ST,11,9857.0,7576.0,17433.0
534,5 AV/59 ST,12,18843.0,13661.0,32504.0
535,5 AV/59 ST,13,19744.0,13160.0,32904.0
536,5 AV/59 ST,14,19869.0,13500.0,33369.0
537,5 AV/59 ST,15,20806.0,13957.0,34763.0
538,5 AV/59 ST,16,20547.0,13951.0,34498.0
539,5 AVE,10,4884.0,5905.0,10789.0
540,5 AVE,11,4970.0,4029.0,8999.0
541,5 AVE,12,12011.0,10900.0,22911.0
542,5 AVE,13,13480.0,11323.0,24803.0
543,5 AVE,14,13691.0,11172.0,24863.0
544,5 AVE,15,13470.0,11250.0,24720.0
545,5 AVE,16,13639.0,10932.0,24571.0
546,50 ST,10,20153.0,17370.0,37523.0
547,50 ST,11,23766.0,18488.0,42254.0
548,50 ST,12,42902.0,37371.0,80273.0
549,50 ST,13,50603.0,43143.0,93746.0
550,50 ST,14,54724.0,44141.0,98865.0
551,50 ST,15,52721.0,40192.0,92913.0
552,50 ST,16,54171.0,44218.0,98389.0
553,51 ST,10,9085.0,9294.0,18379.0
554,51 ST,11,8879.0,8763.0,17642.0
555,51 ST,12,19682.0,23575.0,43257.0
556,51 ST,13,23688.0,25599.0,49287.0
557,51 ST,14,24303.0,24655.0,48958.0
558,51 ST,15,23900.0,25373.0,49273.0
559,51 ST,16,23221.0,25042.0,48263.0
560,52 ST,10,4358.0,3643.0,8001.0
561,52 ST,11,3856.0,4247.0,8103.0
562,52 ST,12,6658.0,5810.0,12468.0
563,52 ST,13,7150.0,6547.0,13697.0
564,52 ST,14,7126.0,6961.0,14087.0
565,52 ST,15,7201.0,6817.0,14018.0
566,52 ST,16,7331.0,6756.0,14087.0
567,53 ST,10,4372.0,1925.0,6297.0
568,53 ST,11,3929.0,2139.0,6068.0
569,53 ST,12,7109.0,3090.0,10199.0
570,53 ST,13,7902.0,3288.0,11190.0
571,53 ST,14,7650.0,3175.0,10825.0
572,53 ST,15,7734.0,3162.0,10896.0
573,53 ST,16,7709.0,3286.0,10995.0
574,55 ST,10,498.0,212.0,710.0
575,55 ST,11,749.0,432.0,1181.0
576,55 ST,12,2208.0,1066.0,3274.0
577,55 ST,13,2441.0,1245.0,3686.0
578,55 ST,14,2456.0,1135.0,3591.0
579,55 ST,15,2405.0,1232.0,3637.0
580,55 ST,16,2377.0,1103.0,3480.0
581,57 ST,10,8752.0,9667.0,18419.0
582,57 ST,11,8557.0,8550.0,17107.0
583,57 ST,12,14688.0,13356.0,28044.0
584,57 ST,13,16003.0,14039.0,30042.0
585,57 ST,14,17272.0,13968.0,31240.0
586,57 ST,15,16737.0,14527.0,31264.0
587,57 ST,16,16674.0,14091.0,30765.0
588,57 ST-7 AV,10,16087.0,11613.0,27700.0
589,57 ST-7 AV,11,16168.0,10803.0,26971.0
590,57 ST-7 AV,12,27230.0,17728.0,44958.0
591,57 ST-7 AV,13,30147.0,17248.0,47395.0
592,57 ST-7 AV,14,31659.0,19921.0,51580.0
593,57 ST-7 AV,15,32000.0,19874.0,51874.0
594,57 ST-7 AV,16,29777.0,18573.0,48350.0
595,59 ST,10,41876.0,33084.0,74960.0
596,59 ST,11,38082.0,29421.0,67503.0
597,59 ST,12,75150.0,62157.0,137307.0
598,59 ST,13,85029.0,67774.0,152803.0
599,59 ST,14,86123.0,69829.0,155952.0
600,59 ST,15,86909.0,70183.0,157092.0
601,59 ST,16,85050.0,66507.0,151557.0
602,59 ST COLUMBUS,10,35447.0,29376.0,64823.0
603,59 ST COLUMBUS,11,36551.0,26782.0,63333.0
604,59 ST COLUMBUS,12,69837.0,59019.0,128856.0
605,59 ST COLUMBUS,13,81538.0,64578.0,146116.0
606,59 ST COLUMBUS,14,82044.0,66049.0,148093.0
607,59 ST COLUMBUS,15,81136.0,66909.0,148045.0
608,59 ST COLUMBUS,16,79063.0,59815.0,138878.0
609,6 AV,10,2962.0,1722.0,4684.0
610,6 AV,11,2980.0,1909.0,4889.0
611,6 AV,12,5220.0,2305.0,7525.0
612,6 AV,13,6075.0,2635.0,8710.0
613,6 AV,14,6451.0,2854.0,9305.0
614,6 AV,15,6435.0,2699.0,9134.0
615,6 AV,16,6588.0,2634.0,9222.0
616,61 ST WOODSIDE,10,11448.0,10546.0,21994.0
617,61 ST WOODSIDE,11,10370.0,10545.0,20915.0
618,61 ST WOODSIDE,12,17232.0,16651.0,33883.0
619,61 ST WOODSIDE,13,18326.0,18508.0,36834.0
620,61 ST WOODSIDE,14,18650.0,18768.0,37418.0
621,61 ST WOODSIDE,15,18816.0,19107.0,37923.0
622,61 ST WOODSIDE,16,18837.0,19037.0,37874.0
623,63 DR-REGO PARK,10,7239.0,5302.0,12541.0
624,63 DR-REGO PARK,11,6856.0,5619.0,12475.0
625,63 DR-REGO PARK,12,15992.0,6760.0,22752.0
626,63 DR-REGO PARK,13,17103.0,6434.0,23537.0
627,63 DR-REGO PARK,14,17152.0,6433.0,23585.0
628,63 DR-REGO PARK,15,17410.0,6732.0,24142.0
629,63 DR-REGO PARK,16,17031.0,6634.0,23665.0
630,65 ST,10,1882.0,1427.0,3309.0
631,65 ST,11,1677.0,1338.0,3015.0
632,65 ST,12,3440.0,2387.0,5827.0
633,65 ST,13,3791.0,2712.0,6503.0
634,65 ST,14,3783.0,2521.0,6304.0
635,65 ST,15,3967.0,2515.0,6482.0
636,65 ST,16,3939.0,2569.0,6508.0
637,66 ST-LINCOLN,10,10178.0,8214.0,18392.0
638,66 ST-LINCOLN,11,9721.0,7414.0,17135.0
639,66 ST-LINCOLN,12,19474.0,16791.0,36265.0
640,66 ST-LINCOLN,13,23963.0,21281.0,45244.0
641,66 ST-LINCOLN,14,25116.0,21602.0,46718.0
642,66 ST-LINCOLN,15,24356.0,19096.0,43452.0
643,66 ST-LINCOLN,16,24971.0,21484.0,46455.0
644,67 AV,10,3383.0,1429.0,4812.0
645,67 AV,11,2931.0,1547.0,4478.0
646,67 AV,12,8388.0,3774.0,12162.0
647,67 AV,13,10247.0,4945.0,15192.0
648,67 AV,14,10289.0,5029.0,15318.0
649,67 AV,15,10353.0,5042.0,15395.0
650,67 AV,16,9845.0,4656.0,14501.0
651,68ST-HUNTER CO,10,14073.0,7831.0,21904.0
652,68ST-HUNTER CO,11,10070.0,6308.0,16378.0
653,68ST-HUNTER CO,12,35927.0,24296.0,60223.0
654,68ST-HUNTER CO,13,42324.0,26393.0,68717.0
655,68ST-HUNTER CO,14,40955.0,26501.0,67456.0
656,68ST-HUNTER CO,15,41829.0,26804.0,68633.0
657,68ST-HUNTER CO,16,37394.0,23191.0,60585.0
658,69 ST,10,4059.0,4028.0,8087.0
659,69 ST,11,3508.0,4152.0,7660.0
660,69 ST,12,5089.0,4808.0,9897.0
661,69 ST,13,5414.0,5034.0,10448.0
662,69 ST,14,5450.0,5161.0,10611.0
663,69 ST,15,5341.0,5292.0,10633.0
664,69 ST,16,5530.0,5370.0,10900.0
665,7 AV,10,16135.0,12883.0,29018.0
666,7 AV,11,15304.0,12777.0,28081.0
667,7 AV,12,36108.0,32096.0,68204.0
668,7 AV,13,40648.0,36834.0,77482.0
669,7 AV,14,42835.0,38420.0,81255.0
670,7 AV,15,42022.0,37541.0,79563.0
671,7 AV,16,40497.0,37049.0,77546.0
672,71 ST,10,3264.0,422.0,3686.0
673,71 ST,11,2822.0,496.0,3318.0
674,71 ST,12,6466.0,1904.0,8370.0
675,71 ST,13,7204.0,2190.0,9394.0
676,71 ST,14,7123.0,2230.0,9353.0
677,71 ST,15,7005.0,2191.0,9196.0
678,71 ST,16,7000.0,2198.0,9198.0
679,72 ST,10,29886.0,31802.0,61688.0
680,72 ST,11,30885.0,31127.0,62012.0
681,72 ST,12,47998.0,45248.0,93246.0
682,72 ST,13,51111.0,47750.0,98861.0
683,72 ST,14,51401.0,48209.0,99610.0
684,72 ST,15,52816.0,50650.0,103466.0
685,72 ST,16,53377.0,48641.0,102018.0
686,74 ST-BROADWAY,10,2716.0,4032.0,6748.0
687,74 ST-BROADWAY,11,2909.0,4284.0,7193.0
688,74 ST-BROADWAY,12,3407.0,4519.0,7926.0
689,74 ST-BROADWAY,13,3407.0,4643.0,8050.0
690,74 ST-BROADWAY,14,3260.0,4606.0,7866.0
691,74 ST-BROADWAY,15,3355.0,4799.0,8154.0
692,74 ST-BROADWAY,16,3487.0,5049.0,8536.0
693,75 AV,10,1580.0,447.0,2027.0
694,75 AV,11,1502.0,336.0,1838.0
695,75 AV,12,3641.0,381.0,4022.0
696,75 AV,13,3868.0,385.0,4253.0
697,75 AV,14,3790.0,384.0,4174.0
698,75 AV,15,3833.0,399.0,4232.0
699,75 AV,16,3633.0,405.0,4038.0
700,75 ST-ELDERTS,10,2147.0,1406.0,3553.0
701,75 ST-ELDERTS,11,1780.0,1571.0,3351.0
702,75 ST-ELDERTS,12,3322.0,2315.0,5637.0
703,75 ST-ELDERTS,13,4243.0,3233.0,7476.0
704,75 ST-ELDERTS,14,4373.0,3423.0,7796.0
705,75 ST-ELDERTS,15,4280.0,3188.0,7468.0
706,75 ST-ELDERTS,16,4211.0,2894.0,7105.0
707,77 ST,10,18969.0,15273.0,34242.0
708,77 ST,11,16447.0,14224.0,30671.0
709,77 ST,12,39352.0,32786.0,72138.0
710,77 ST,13,44533.0,36153.0,80686.0
711,77 ST,14,44218.0,36917.0,81135.0
712,77 ST,15,44793.0,35576.0,80369.0
713,77 ST,16,42982.0,35090.0,78072.0
714,79 ST,10,12542.0,4985.0,17527.0
715,79 ST,11,11785.0,5024.0,16809.0
716,79 ST,12,21601.0,9325.0,30926.0
717,79 ST,13,23854.0,10473.0,34327.0
718,79 ST,14,24621.0,11017.0,35638.0
719,79 ST,15,24512.0,10835.0,35347.0
720,79 ST,16,24423.0,10761.0,35184.0
721,8 AV,10,29710.0,21073.0,50783.0
722,8 AV,11,30832.0,21681.0,52513.0
723,8 AV,12,38693.0,26148.0,64841.0
724,8 AV,13,41337.0,26759.0,68096.0
725,8 AV,14,42082.0,27330.0,69412.0
726,8 AV,15,41935.0,27213.0,69148.0
727,8 AV,16,43026.0,27905.0,70931.0
728,8 ST-NYU,10,10749.0,8848.0,19597.0
729,8 ST-NYU,11,12692.0,9739.0,22431.0
730,8 ST-NYU,12,18042.0,12973.0,31015.0
731,8 ST-NYU,13,19428.0,13455.0,32883.0
732,8 ST-NYU,14,20143.0,14479.0,34622.0
733,8 ST-NYU,15,20566.0,14394.0,34960.0
734,8 ST-NYU,16,20357.0,13841.0,34198.0
735,80 ST,10,2415.0,1018.0,3433.0
736,80 ST,11,1966.0,1166.0,3132.0
737,80 ST,12,3911.0,2093.0,6004.0
738,80 ST,13,4750.0,2395.0,7145.0
739,80 ST,14,4769.0,2640.0,7409.0
740,80 ST,15,4863.0,2628.0,7491.0
741,80 ST,16,4639.0,2413.0,7052.0
742,81 ST-MUSEUM,10,8174.0,6237.0,14411.0
743,81 ST-MUSEUM,11,7820.0,5893.0,13713.0
744,81 ST-MUSEUM,12,12498.0,9933.0,22431.0
745,81 ST-MUSEUM,13,13406.0,10652.0,24058.0
746,81 ST-MUSEUM,14,14226.0,11118.0,25344.0
747,81 ST-MUSEUM,15,13705.0,11029.0,24734.0
748,81 ST-MUSEUM,16,13205.0,10524.0,23729.0
749,82 ST-JACKSON H,10,12087.0,13543.0,25630.0
750,82 ST-JACKSON H,11,10648.0,13035.0,23683.0
751,82 ST-JACKSON H,12,15967.0,18614.0,34581.0
752,82 ST-JACKSON H,13,17199.0,19027.0,36226.0
753,82 ST-JACKSON H,14,16744.0,18966.0,35710.0
754,82 ST-JACKSON H,15,16750.0,19558.0,36308.0
755,82 ST-JACKSON H,16,17028.0,19787.0,36815.0
756,85 ST-FOREST PK,10,2330.0,1049.0,3379.0
757,85 ST-FOREST PK,11,1962.0,1119.0,3081.0
758,85 ST-FOREST PK,12,3905.0,1774.0,5679.0
759,85 ST-FOREST PK,13,4284.0,2089.0,6373.0
760,85 ST-FOREST PK,14,4273.0,2230.0,6503.0
761,85 ST-FOREST PK,15,4352.0,2104.0,6456.0
762,85 ST-FOREST PK,16,4200.0,2047.0,6247.0
763,86 ST,10,53877.0,47383.0,101260.0
764,86 ST,11,52130.0,47571.0,99701.0
765,86 ST,12,103639.0,77415.0,181054.0
766,86 ST,13,114652.0,85697.0,200349.0
767,86 ST,14,115375.0,87159.0,202534.0
768,86 ST,15,116195.0,85182.0,201377.0
769,86 ST,16,114037.0,83734.0,197771.0
770,88 ST,10,1417.0,510.0,1927.0
771,88 ST,11,1183.0,475.0,1658.0
772,88 ST,12,3001.0,1097.0,4098.0
773,88 ST,13,3351.0,1226.0,4577.0
774,88 ST,14,3479.0,1302.0,4781.0
775,88 ST,15,3468.0,1372.0,4840.0
776,88 ST,16,3280.0,1215.0,4495.0
777,9 AV,10,3279.0,1127.0,4406.0
778,9 AV,11,2877.0,1243.0,4120.0
779,9 AV,12,5764.0,5140.0,10904.0
780,9 AV,13,6258.0,6195.0,12453.0
781,9 AV,14,6417.0,6098.0,12515.0
782,9 AV,15,6380.0,6136.0,12516.0
783,9 AV,16,6270.0,5776.0,12046.0
784,90 ST-ELMHURST,10,12337.0,5447.0,17784.0
785,90 ST-ELMHURST,11,10875.0,5846.0,16721.0
786,90 ST-ELMHURST,12,16879.0,7971.0,24850.0
787,90 ST-ELMHURST,13,18209.0,8390.0,26599.0
788,90 ST-ELMHURST,14,18137.0,8595.0,26732.0
789,90 ST-ELMHURST,15,18074.0,8412.0,26486.0
790,90 ST-ELMHURST,16,18174.0,8360.0,26534.0
791,96 ST,10,48860.0,27609.0,76469.0
792,96 ST,11,46402.0,31627.0,78029.0
793,96 ST,12,73315.0,47464.0,120779.0
794,96 ST,13,80699.0,53589.0,134288.0
795,96 ST,14,81333.0,54716.0,136049.0
796,96 ST,15,84308.0,54788.0,139096.0
797,96 ST,16,79807.0,53879.0,133686.0
798,9TH STREET,10,4.0,72.0,76.0
799,9TH STREET,11,0.0,99.0,99.0
800,9TH STREET,12,3844.0,5279.0,9123.0
801,9TH STREET,13,6047.0,5646.0,11693.0
802,9TH STREET,14,5964.0,5732.0,11696.0
803,9TH STREET,15,5452.0,5930.0,11382.0
804,9TH STREET,16,4853.0,5603.0,10456.0
805,ALABAMA AV,10,1783.0,1540.0,3323.0
806,ALABAMA AV,11,1614.0,1536.0,3150.0
807,ALABAMA AV,12,2645.0,2272.0,4917.0
808,ALABAMA AV,13,2884.0,2548.0,5432.0
809,ALABAMA AV,14,3106.0,2646.0,5752.0
810,ALABAMA AV,15,3034.0,2576.0,5610.0
811,ALABAMA AV,16,2990.0,2660.0,5650.0
812,ALLERTON AV,10,2540.0,694.0,3234.0
813,ALLERTON AV,11,2030.0,713.0,2743.0
814,ALLERTON AV,12,4949.0,1756.0,6705.0
815,ALLERTON AV,13,5709.0,1974.0,7683.0
816,ALLERTON AV,14,5540.0,1854.0,7394.0
817,ALLERTON AV,15,5809.0,1905.0,7714.0
818,ALLERTON AV,16,5731.0,1843.0,7574.0
819,AQUEDUCT N.COND,10,545.0,1603.0,2148.0
820,AQUEDUCT N.COND,11,545.0,1475.0,2020.0
821,AQUEDUCT N.COND,12,1178.0,1677.0,2855.0
822,AQUEDUCT N.COND,13,1200.0,1803.0,3003.0
823,AQUEDUCT N.COND,14,1302.0,2015.0,3317.0
824,AQUEDUCT N.COND,15,1263.0,2050.0,3313.0
825,AQUEDUCT N.COND,16,1175.0,2129.0,3304.0
826,AQUEDUCT RACETR,10,1810.0,209.0,2019.0
827,AQUEDUCT RACETR,11,2179.0,184.0,2363.0
828,AQUEDUCT RACETR,12,1675.0,145.0,1820.0
829,AQUEDUCT RACETR,13,1577.0,167.0,1744.0
830,AQUEDUCT RACETR,14,1869.0,179.0,2048.0
831,AQUEDUCT RACETR,15,1896.0,204.0,2100.0
832,AQUEDUCT RACETR,16,1877.0,181.0,2058.0
833,ASTOR PL,10,8057.0,9050.0,17107.0
834,ASTOR PL,11,8865.0,8946.0,17811.0
835,ASTOR PL,12,15695.0,16406.0,32101.0
836,ASTOR PL,13,17509.0,17921.0,35430.0
837,ASTOR PL,14,18392.0,19010.0,37402.0
838,ASTOR PL,15,18345.0,18753.0,37098.0
839,ASTOR PL,16,18169.0,19159.0,37328.0
840,ASTORIA BLVD,10,7275.0,4479.0,11754.0
841,ASTORIA BLVD,11,6474.0,4937.0,11411.0
842,ASTORIA BLVD,12,12251.0,7586.0,19837.0
843,ASTORIA BLVD,13,12933.0,9608.0,22541.0
844,ASTORIA BLVD,14,13057.0,9110.0,22167.0
845,ASTORIA BLVD,15,13002.0,9025.0,22027.0
846,ASTORIA BLVD,16,12704.0,9426.0,22130.0
847,ASTORIA DITMARS,10,9885.0,7690.0,17575.0
848,ASTORIA DITMARS,11,8682.0,8670.0,17352.0
849,ASTORIA DITMARS,12,17021.0,13516.0,30537.0
850,ASTORIA DITMARS,13,18190.0,15618.0,33808.0
851,ASTORIA DITMARS,14,18434.0,15087.0,33521.0
852,ASTORIA DITMARS,15,18604.0,15838.0,34442.0
853,ASTORIA DITMARS,16,18421.0,16020.0,34441.0
854,ATL AV-BARCLAY,10,21949.0,23826.0,45775.0
855,ATL AV-BARCLAY,11,24962.0,23391.0,48353.0
856,ATL AV-BARCLAY,12,38834.0,35117.0,73951.0
857,ATL AV-BARCLAY,13,43187.0,36586.0,79773.0
858,ATL AV-BARCLAY,14,43324.0,38857.0,82181.0
859,ATL AV-BARCLAY,15,43540.0,35512.0,79052.0
860,ATL AV-BARCLAY,16,43945.0,40738.0,84683.0
861,ATLANTIC AV,10,829.0,405.0,1234.0
862,ATLANTIC AV,11,817.0,322.0,1139.0
863,ATLANTIC AV,12,1643.0,854.0,2497.0
864,ATLANTIC AV,13,1892.0,886.0,2778.0
865,ATLANTIC AV,14,1868.0,777.0,2645.0
866,ATLANTIC AV,15,1853.0,714.0,2567.0
867,ATLANTIC AV,16,1991.0,774.0,2765.0
868,AVENUE H,10,1060.0,1212.0,2272.0
869,AVENUE H,11,798.0,1276.0,2074.0
870,AVENUE H,12,3161.0,2673.0,5834.0
871,AVENUE H,13,4020.0,3091.0,7111.0
872,AVENUE H,14,3897.0,3224.0,7121.0
873,AVENUE H,15,3966.0,3318.0,7284.0
874,AVENUE H,16,3085.0,2413.0,5498.0
875,AVENUE I,10,671.0,269.0,940.0
876,AVENUE I,11,855.0,391.0,1246.0
877,AVENUE I,12,1623.0,580.0,2203.0
878,AVENUE I,13,1930.0,701.0,2631.0
879,AVENUE I,14,1982.0,652.0,2634.0
880,AVENUE I,15,2012.0,573.0,2585.0
881,AVENUE I,16,1846.0,653.0,2499.0
882,AVENUE J,10,2588.0,685.0,3273.0
883,AVENUE J,11,2934.0,1017.0,3951.0
884,AVENUE J,12,6102.0,2766.0,8868.0
885,AVENUE J,13,6961.0,3369.0,10330.0
886,AVENUE J,14,7073.0,2945.0,10018.0
887,AVENUE J,15,7144.0,3418.0,10562.0
888,AVENUE J,16,6481.0,2774.0,9255.0
889,AVENUE M,10,2062.0,300.0,2362.0
890,AVENUE M,11,2311.0,397.0,2708.0
891,AVENUE M,12,5075.0,1584.0,6659.0
892,AVENUE M,13,7091.0,2810.0,9901.0
893,AVENUE M,14,7071.0,2565.0,9636.0
894,AVENUE M,15,7016.0,2848.0,9864.0
895,AVENUE M,16,6747.0,2466.0,9213.0
896,AVENUE N,10,1362.0,552.0,1914.0
897,AVENUE N,11,1331.0,727.0,2058.0
898,AVENUE N,12,2968.0,1465.0,4433.0
899,AVENUE N,13,3277.0,1742.0,5019.0
900,AVENUE N,14,3268.0,1802.0,5070.0
901,AVENUE N,15,3319.0,1687.0,5006.0
902,AVENUE N,16,3133.0,1656.0,4789.0
903,AVENUE P,10,1214.0,148.0,1362.0
904,AVENUE P,11,1127.0,196.0,1323.0
905,AVENUE P,12,2508.0,366.0,2874.0
906,AVENUE P,13,2712.0,364.0,3076.0
907,AVENUE P,14,2653.0,375.0,3028.0
908,AVENUE P,15,2709.0,365.0,3074.0
909,AVENUE P,16,2606.0,316.0,2922.0
910,AVENUE U,10,7064.0,4325.0,11389.0
911,AVENUE U,11,6368.0,4541.0,10909.0
912,AVENUE U,12,11320.0,5513.0,16833.0
913,AVENUE U,13,12160.0,6089.0,18249.0
914,AVENUE U,14,12225.0,5888.0,18113.0
915,AVENUE U,15,12241.0,5931.0,18172.0
916,AVENUE U,16,11885.0,5888.0,17773.0
917,AVENUE X,10,1237.0,635.0,1872.0
918,AVENUE X,11,1033.0,622.0,1655.0
919,AVENUE X,12,2462.0,1332.0,3794.0
920,AVENUE X,13,2748.0,1642.0,4390.0
921,AVENUE X,14,2731.0,1494.0,4225.0
922,AVENUE X,15,2900.0,1601.0,4501.0
923,AVENUE X,16,2605.0,1443.0,4048.0
924,B'WAY-LAFAYETTE,10,11500.0,20873.0,32373.0
925,B'WAY-LAFAYETTE,11,11709.0,17159.0,28868.0
926,B'WAY-LAFAYETTE,12,20898.0,28485.0,49383.0
927,B'WAY-LAFAYETTE,13,20318.0,30223.0,50541.0
928,B'WAY-LAFAYETTE,14,20296.0,29559.0,49855.0
929,B'WAY-LAFAYETTE,15,20432.0,31707.0,52139.0
930,B'WAY-LAFAYETTE,16,21180.0,33525.0,54705.0
931,BAY 50 ST,10,1540.0,570.0,2110.0
932,BAY 50 ST,11,1347.0,622.0,1969.0
933,BAY 50 ST,12,2804.0,530.0,3334.0
934,BAY 50 ST,13,3564.0,858.0,4422.0
935,BAY 50 ST,14,3690.0,874.0,4564.0
936,BAY 50 ST,15,3707.0,892.0,4599.0
937,BAY 50 ST,16,3603.0,893.0,4496.0
938,BAY PKWY,10,12580.0,8549.0,21129.0
939,BAY PKWY,11,11274.0,8961.0,20235.0
940,BAY PKWY,12,20394.0,14289.0,34683.0
941,BAY PKWY,13,22513.0,16116.0,38629.0
942,BAY PKWY,14,22456.0,15658.0,38114.0
943,BAY PKWY,15,22268.0,15605.0,37873.0
944,BAY PKWY,16,21966.0,15192.0,37158.0
945,BAY RIDGE AV,10,4668.0,1731.0,6399.0
946,BAY RIDGE AV,11,3868.0,1747.0,5615.0
947,BAY RIDGE AV,12,7660.0,2982.0,10642.0
948,BAY RIDGE AV,13,8883.0,3638.0,12521.0
949,BAY RIDGE AV,14,9039.0,3553.0,12592.0
950,BAY RIDGE AV,15,9085.0,3640.0,12725.0
951,BAY RIDGE AV,16,8757.0,3503.0,12260.0
952,BAY RIDGE-95 ST,10,3155.0,1986.0,5141.0
953,BAY RIDGE-95 ST,11,2601.0,1952.0,4553.0
954,BAY RIDGE-95 ST,12,6126.0,3636.0,9762.0
955,BAY RIDGE-95 ST,13,6533.0,4076.0,10609.0
956,BAY RIDGE-95 ST,14,6551.0,3976.0,10527.0
957,BAY RIDGE-95 ST,15,6527.0,3871.0,10398.0
958,BAY RIDGE-95 ST,16,6209.0,3982.0,10191.0
959,BAYCHESTER AV,10,1558.0,261.0,1819.0
960,BAYCHESTER AV,11,1336.0,334.0,1670.0
961,BAYCHESTER AV,12,3933.0,507.0,4440.0
962,BAYCHESTER AV,13,4837.0,565.0,5402.0
963,BAYCHESTER AV,14,4479.0,659.0,5138.0
964,BAYCHESTER AV,15,4892.0,514.0,5406.0
965,BAYCHESTER AV,16,4742.0,503.0,5245.0
966,BEACH 105 ST,10,595.0,538.0,1133.0
967,BEACH 105 ST,11,287.0,276.0,563.0
968,BEACH 105 ST,12,258.0,277.0,535.0
969,BEACH 105 ST,13,328.0,354.0,682.0
970,BEACH 105 ST,14,357.0,382.0,739.0
971,BEACH 105 ST,15,347.0,369.0,716.0
972,BEACH 105 ST,16,360.0,358.0,718.0
973,BEACH 25 ST,10,1008.0,949.0,1957.0
974,BEACH 25 ST,11,909.0,1123.0,2032.0
975,BEACH 25 ST,12,1826.0,1731.0,3557.0
976,BEACH 25 ST,13,2236.0,2364.0,4600.0
977,BEACH 25 ST,14,2336.0,2449.0,4785.0
978,BEACH 25 ST,15,2329.0,2364.0,4693.0
979,BEACH 25 ST,16,2224.0,2404.0,4628.0
980,BEACH 36 ST,10,603.0,555.0,1158.0
981,BEACH 36 ST,11,534.0,750.0,1284.0
982,BEACH 36 ST,12,918.0,879.0,1797.0
983,BEACH 36 ST,13,1054.0,1056.0,2110.0
984,BEACH 36 ST,14,1036.0,1110.0,2146.0
985,BEACH 36 ST,15,1079.0,1117.0,2196.0
986,BEACH 36 ST,16,1086.0,1158.0,2244.0
987,BEACH 44 ST,10,411.0,427.0,838.0
988,BEACH 44 ST,11,370.0,504.0,874.0
989,BEACH 44 ST,12,704.0,733.0,1437.0
990,BEACH 44 ST,13,781.0,818.0,1599.0
991,BEACH 44 ST,14,782.0,844.0,1626.0
992,BEACH 44 ST,15,786.0,818.0,1604.0
993,BEACH 44 ST,16,764.0,822.0,1586.0
994,BEACH 60 ST,10,1564.0,1480.0,3044.0
995,BEACH 60 ST,11,1494.0,1729.0,3223.0
996,BEACH 60 ST,12,2338.0,2208.0,4546.0
997,BEACH 60 ST,13,2735.0,2664.0,5399.0
998,BEACH 60 ST,14,2759.0,2753.0,5512.0
999,BEACH 60 ST,15,2836.0,2749.0,5585.0
1000,BEACH 60 ST,16,2766.0,2776.0,5542.0
1001,BEACH 67 ST,10,2213.0,2195.0,4408.0
1002,BEACH 67 ST,11,2092.0,2329.0,4421.0
1003,BEACH 67 ST,12,2582.0,2374.0,4956.0
1004,BEACH 67 ST,13,2801.0,2794.0,5595.0
1005,BEACH 67 ST,14,2850.0,2837.0,5687.0
1006,BEACH 67 ST,15,2787.0,2813.0,5600.0
1007,BEACH 67 ST,16,2859.0,2915.0,5774.0
1008,BEACH 90 ST,10,1828.0,1198.0,3026.0
1009,BEACH 90 ST,11,1188.0,849.0,2037.0
1010,BEACH 90 ST,12,1059.0,845.0,1904.0
1011,BEACH 90 ST,13,1026.0,812.0,1838.0
1012,BEACH 90 ST,14,1218.0,925.0,2143.0
1013,BEACH 90 ST,15,1031.0,829.0,1860.0
1014,BEACH 90 ST,16,1055.0,820.0,1875.0
1015,BEACH 98 ST,10,1066.0,860.0,1926.0
1016,BEACH 98 ST,11,671.0,577.0,1248.0
1017,BEACH 98 ST,12,516.0,466.0,982.0
1018,BEACH 98 ST,13,729.0,634.0,1363.0
1019,BEACH 98 ST,14,800.0,749.0,1549.0
1020,BEACH 98 ST,15,718.0,608.0,1326.0
1021,BEACH 98 ST,16,692.0,571.0,1263.0
1022,BEDFORD AV,10,25060.0,28134.0,53194.0
1023,BEDFORD AV,11,25766.0,27427.0,53193.0
1024,BEDFORD AV,12,27369.0,26125.0,53494.0
1025,BEDFORD AV,13,28516.0,30980.0,59496.0
1026,BEDFORD AV,14,30397.0,32017.0,62414.0
1027,BEDFORD AV,15,30586.0,32821.0,63407.0
1028,BEDFORD AV,16,30711.0,34550.0,65261.0
1029,BEDFORD PK BLVD,10,7115.0,4844.0,11959.0
1030,BEDFORD PK BLVD,11,6050.0,4877.0,10927.0
1031,BEDFORD PK BLVD,12,11914.0,8266.0,20180.0
1032,BEDFORD PK BLVD,13,15009.0,10029.0,25038.0
1033,BEDFORD PK BLVD,14,15140.0,10349.0,25489.0
1034,BEDFORD PK BLVD,15,15180.0,10122.0,25302.0
1035,BEDFORD PK BLVD,16,14281.0,9081.0,23362.0
1036,BEDFORD-NOSTRAN,10,4937.0,2326.0,7263.0
1037,BEDFORD-NOSTRAN,11,4914.0,2990.0,7904.0
1038,BEDFORD-NOSTRAN,12,8088.0,4115.0,12203.0
1039,BEDFORD-NOSTRAN,13,8844.0,4881.0,13725.0
