,STATION,DAY,Entered,Exited,IMPRESSIONS
1040,BEDFORD-NOSTRAN,14,8848.0,4850.0,13698.0
1041,BEDFORD-NOSTRAN,15,9081.0,4828.0,13909.0
1042,BEDFORD-NOSTRAN,16,9117.0,4890.0,14007.0
1043,BERGEN ST,10,8547.0,6279.0,14826.0
1044,BERGEN ST,11,8613.0,6532.0,15145.0
1045,BERGEN ST,12,14510.0,9014.0,23524.0
1046,BERGEN ST,13,16313.0,10133.0,26446.0
1047,BERGEN ST,14,16304.0,10466.0,26770.0
1048,BERGEN ST,15,16358.0,10265.0,26623.0
1049,BERGEN ST,16,16234.0,10817.0,27051.0
1050,BEVERLEY ROAD,10,1033.0,1439.0,2472.0
1051,BEVERLEY ROAD,11,785.0,1679.0,2464.0
1052,BEVERLEY ROAD,12,2712.0,2505.0,5217.0
1053,BEVERLEY ROAD,13,3125.0,2669.0,5794.0
1054,BEVERLEY ROAD,14,3137.0,2966.0,6103.0
1055,BEVERLEY ROAD,15,3191.0,2848.0,6039.0
1056,BEVERLEY ROAD,16,2904.0,2885.0,5789.0
1057,BEVERLY RD,10,2395.0,429.0,2824.0
1058,BEVERLY RD,11,2039.0,462.0,2501.0
1059,BEVERLY RD,12,4385.0,703.0,5088.0
1060,BEVERLY RD,13,4845.0,831.0,5676.0
1061,BEVERLY RD,14,4948.0,869.0,5817.0
1062,BEVERLY RD,15,4850.0,822.0,5672.0
1063,BEVERLY RD,16,4781.0,822.0,5603.0
1064,BLEECKER ST,10,8556.0,3331.0,11887.0
1065,BLEECKER ST,11,9362.0,2945.0,12307.0
1066,BLEECKER ST,12,14035.0,5103.0,19138.0
1067,BLEECKER ST,13,18301.0,5546.0,23847.0
1068,BLEECKER ST,14,19779.0,6035.0,25814.0
1069,BLEECKER ST,15,20345.0,6111.0,26456.0
1070,BLEECKER ST,16,21593.0,6478.0,28071.0
1071,BOROUGH HALL,10,11849.0,10624.0,22473.0
1072,BOROUGH HALL,11,11266.0,9161.0,20427.0
1073,BOROUGH HALL,12,39337.0,25709.0,65046.0
1074,BOROUGH HALL,13,43114.0,26638.0,69752.0
1075,BOROUGH HALL,14,43872.0,27018.0,70890.0
1076,BOROUGH HALL,15,43474.0,27087.0,70561.0
1077,BOROUGH HALL,16,41733.0,25929.0,67662.0
1078,BOTANIC GARDEN,10,761.0,1306.0,2067.0
1079,BOTANIC GARDEN,11,719.0,1209.0,1928.0
1080,BOTANIC GARDEN,12,1022.0,1724.0,2746.0
1081,BOTANIC GARDEN,13,1995.0,2529.0,4524.0
1082,BOTANIC GARDEN,14,2099.0,2587.0,4686.0
1083,BOTANIC GARDEN,15,2030.0,2446.0,4476.0
1084,BOTANIC GARDEN,16,1915.0,2371.0,4286.0
1085,BOWERY,10,3037.0,3040.0,6077.0
1086,BOWERY,11,3719.0,3034.0,6753.0
1087,BOWERY,12,3496.0,2854.0,6350.0
1088,BOWERY,13,3822.0,2902.0,6724.0
1089,BOWERY,14,3757.0,2815.0,6572.0
1090,BOWERY,15,4306.0,3411.0,7717.0
1091,BOWERY,16,4263.0,3198.0,7461.0
1092,BOWLING GREEN,10,10067.0,10371.0,20438.0
1093,BOWLING GREEN,11,8711.0,8803.0,17514.0
1094,BOWLING GREEN,12,32448.0,29371.0,61819.0
1095,BOWLING GREEN,13,36091.0,31981.0,68072.0
1096,BOWLING GREEN,14,36255.0,28146.0,64401.0
1097,BOWLING GREEN,15,36282.0,32382.0,68664.0
1098,BOWLING GREEN,16,36082.0,31060.0,67142.0
1099,BRIARWOOD,10,2234.0,1173.0,3407.0
1100,BRIARWOOD,11,2012.0,1306.0,3318.0
1101,BRIARWOOD,12,5144.0,2187.0,7331.0
1102,BRIARWOOD,13,5510.0,2476.0,7986.0
1103,BRIARWOOD,14,5589.0,2757.0,8346.0
1104,BRIARWOOD,15,5629.0,2682.0,8311.0
1105,BRIARWOOD,16,5565.0,2576.0,8141.0
1106,BRIGHTON BEACH,10,8146.0,5560.0,13706.0
1107,BRIGHTON BEACH,11,7227.0,5245.0,12472.0
1108,BRIGHTON BEACH,12,13900.0,8953.0,22853.0
1109,BRIGHTON BEACH,13,15673.0,9780.0,25453.0
1110,BRIGHTON BEACH,14,16062.0,10494.0,26556.0
1111,BRIGHTON BEACH,15,15616.0,9798.0,25414.0
1112,BRIGHTON BEACH,16,13292.0,8974.0,22266.0
1113,BROAD CHANNEL,10,175.0,117.0,292.0
1114,BROAD CHANNEL,11,135.0,139.0,274.0
1115,BROAD CHANNEL,12,333.0,93.0,426.0
1116,BROAD CHANNEL,13,368.0,81.0,449.0
1117,BROAD CHANNEL,14,366.0,97.0,463.0
1118,BROAD CHANNEL,15,377.0,91.0,468.0
1119,BROAD CHANNEL,16,346.0,77.0,423.0
1120,BROAD ST,10,2356.0,1097.0,3453.0
1121,BROAD ST,11,2268.0,992.0,3260.0
1122,BROAD ST,12,7297.0,2622.0,9919.0
1123,BROAD ST,13,8002.0,2852.0,10854.0
1124,BROAD ST,14,8160.0,2475.0,10635.0
1125,BROAD ST,15,8181.0,2755.0,10936.0
1126,BROAD ST,16,7860.0,2734.0,10594.0
1127,BROADWAY,10,11083.0,7609.0,18692.0
1128,BROADWAY,11,10362.0,8438.0,18800.0
1129,BROADWAY,12,16492.0,11641.0,28133.0
1130,BROADWAY,13,18378.0,12611.0,30989.0
1131,BROADWAY,14,18918.0,12565.0,31483.0
1132,BROADWAY,15,18652.0,13952.0,32604.0
1133,BROADWAY,16,18746.0,14042.0,32788.0
1134,BROADWAY JCT,10,5937.0,4747.0,10684.0
1135,BROADWAY JCT,11,5665.0,5494.0,11159.0
1136,BROADWAY JCT,12,9122.0,8144.0,17266.0
1137,BROADWAY JCT,13,10002.0,9377.0,19379.0
1138,BROADWAY JCT,14,10155.0,9451.0,19606.0
1139,BROADWAY JCT,15,10250.0,9433.0,19683.0
1140,BROADWAY JCT,16,10209.0,9597.0,19806.0
1141,BRONX PARK EAST,10,950.0,294.0,1244.0
1142,BRONX PARK EAST,11,716.0,242.0,958.0
1143,BRONX PARK EAST,12,2475.0,917.0,3392.0
1144,BRONX PARK EAST,13,2972.0,1171.0,4143.0
1145,BRONX PARK EAST,14,2921.0,1139.0,4060.0
1146,BRONX PARK EAST,15,2893.0,1080.0,3973.0
1147,BRONX PARK EAST,16,2859.0,1104.0,3963.0
1148,BROOK AV,10,3800.0,3307.0,7107.0
1149,BROOK AV,11,3285.0,3342.0,6627.0
1150,BROOK AV,12,5663.0,5032.0,10695.0
1151,BROOK AV,13,6588.0,5804.0,12392.0
1152,BROOK AV,14,6587.0,5755.0,12342.0
1153,BROOK AV,15,6656.0,5683.0,12339.0
1154,BROOK AV,16,6887.0,5968.0,12855.0
1155,BROOKLYN BRIDGE,10,8188.0,7665.0,15853.0
1156,BROOKLYN BRIDGE,11,8366.0,7403.0,15769.0
1157,BROOKLYN BRIDGE,12,23521.0,20058.0,43579.0
1158,BROOKLYN BRIDGE,13,26230.0,21585.0,47815.0
1159,BROOKLYN BRIDGE,14,25304.0,21014.0,46318.0
1160,BROOKLYN BRIDGE,15,26266.0,22272.0,48538.0
1161,BROOKLYN BRIDGE,16,24927.0,20041.0,44968.0
1162,BUHRE AV,10,1607.0,1429.0,3036.0
1163,BUHRE AV,11,1276.0,1456.0,2732.0
1164,BUHRE AV,12,3390.0,3085.0,6475.0
1165,BUHRE AV,13,3835.0,3594.0,7429.0
1166,BUHRE AV,14,3910.0,3861.0,7771.0
1167,BUHRE AV,15,3908.0,3732.0,7640.0
1168,BUHRE AV,16,4056.0,3807.0,7863.0
1169,BURKE AV,10,1529.0,559.0,2088.0
1170,BURKE AV,11,1156.0,520.0,1676.0
1171,BURKE AV,12,3248.0,1118.0,4366.0
1172,BURKE AV,13,3771.0,1305.0,5076.0
1173,BURKE AV,14,3687.0,1282.0,4969.0
1174,BURKE AV,15,3709.0,1174.0,4883.0
1175,BURKE AV,16,3711.0,1176.0,4887.0
1176,BURNSIDE AV,10,6761.0,3444.0,10205.0
1177,BURNSIDE AV,11,5803.0,3579.0,9382.0
1178,BURNSIDE AV,12,11346.0,5746.0,17092.0
1179,BURNSIDE AV,13,13030.0,6354.0,19384.0
1180,BURNSIDE AV,14,13075.0,6552.0,19627.0
1181,BURNSIDE AV,15,13173.0,6374.0,19547.0
1182,BURNSIDE AV,16,12331.0,6056.0,18387.0
1183,BUSHWICK AV,10,1331.0,850.0,2181.0
1184,BUSHWICK AV,11,1360.0,951.0,2311.0
1185,BUSHWICK AV,12,2053.0,1274.0,3327.0
1186,BUSHWICK AV,13,2235.0,1652.0,3887.0
1187,BUSHWICK AV,14,2308.0,1619.0,3927.0
1188,BUSHWICK AV,15,2306.0,1650.0,3956.0
1189,BUSHWICK AV,16,2223.0,1529.0,3752.0
1190,CANAL ST,10,41882.0,33400.0,75282.0
1191,CANAL ST,11,41682.0,30241.0,71923.0
1192,CANAL ST,12,68468.0,54055.0,122523.0
1193,CANAL ST,13,72658.0,55751.0,128409.0
1194,CANAL ST,14,75089.0,56793.0,131882.0
1195,CANAL ST,15,76646.0,58688.0,135334.0
1196,CANAL ST,16,78785.0,61041.0,139826.0
1197,CANARSIE-ROCKAW,10,6521.0,1952.0,8473.0
1198,CANARSIE-ROCKAW,11,5493.0,1712.0,7205.0
1199,CANARSIE-ROCKAW,12,12786.0,3434.0,16220.0
1200,CANARSIE-ROCKAW,13,14401.0,3872.0,18273.0
1201,CANARSIE-ROCKAW,14,14316.0,3858.0,18174.0
1202,CANARSIE-ROCKAW,15,14742.0,3698.0,18440.0
1203,CANARSIE-ROCKAW,16,14527.0,3932.0,18459.0
1204,CARROLL ST,10,5341.0,2748.0,8089.0
1205,CARROLL ST,11,5040.0,2882.0,7922.0
1206,CARROLL ST,12,10758.0,4364.0,15122.0
1207,CARROLL ST,13,12532.0,5160.0,17692.0
1208,CARROLL ST,14,12768.0,5257.0,18025.0
1209,CARROLL ST,15,12838.0,5245.0,18083.0
1210,CARROLL ST,16,12207.0,5206.0,17413.0
1211,CASTLE HILL AV,10,3589.0,3459.0,7048.0
1212,CASTLE HILL AV,11,3301.0,3730.0,7031.0
1213,CASTLE HILL AV,12,6242.0,5692.0,11934.0
1214,CASTLE HILL AV,13,7481.0,7014.0,14495.0
1215,CASTLE HILL AV,14,7443.0,7011.0,14454.0
1216,CASTLE HILL AV,15,7595.0,7144.0,14739.0
1217,CASTLE HILL AV,16,7683.0,7103.0,14786.0
1218,CATHEDRAL PKWY,10,7434.0,4867.0,12301.0
1219,CATHEDRAL PKWY,11,7682.0,5706.0,13388.0
1220,CATHEDRAL PKWY,12,18540.0,10465.0,29005.0
1221,CATHEDRAL PKWY,13,21133.0,11693.0,32826.0
1222,CATHEDRAL PKWY,14,21344.0,11862.0,33206.0
1223,CATHEDRAL PKWY,15,21970.0,11649.0,33619.0
1224,CATHEDRAL PKWY,16,22570.0,11726.0,34296.0
1225,CENTRAL AV,10,1656.0,1381.0,3037.0
1226,CENTRAL AV,11,1499.0,1501.0,3000.0
1227,CENTRAL AV,12,3699.0,3205.0,6904.0
1228,CENTRAL AV,13,4097.0,3767.0,7864.0
1229,CENTRAL AV,14,4098.0,3670.0,7768.0
1230,CENTRAL AV,15,4202.0,3563.0,7765.0
1231,CENTRAL AV,16,4133.0,3424.0,7557.0
1232,CENTRAL PK N110,10,6223.0,4716.0,10939.0
1233,CENTRAL PK N110,11,5984.0,5455.0,11439.0
1234,CENTRAL PK N110,12,8979.0,7239.0,16218.0
1235,CENTRAL PK N110,13,10176.0,7962.0,18138.0
1236,CENTRAL PK N110,14,10608.0,8278.0,18886.0
1237,CENTRAL PK N110,15,10358.0,8035.0,18393.0
1238,CENTRAL PK N110,16,10529.0,8519.0,19048.0
1239,CHAMBERS ST,10,21269.0,24066.0,45335.0
1240,CHAMBERS ST,11,20660.0,23595.0,44255.0
1241,CHAMBERS ST,12,67988.0,56638.0,124626.0
1242,CHAMBERS ST,13,79736.0,60602.0,140338.0
1243,CHAMBERS ST,14,79165.0,59629.0,138794.0
1244,CHAMBERS ST,15,79734.0,61530.0,141264.0
1245,CHAMBERS ST,16,74124.0,56948.0,131072.0
1246,CHAUNCEY ST,10,2169.0,926.0,3095.0
1247,CHAUNCEY ST,11,2060.0,917.0,2977.0
1248,CHAUNCEY ST,12,3223.0,1378.0,4601.0
1249,CHAUNCEY ST,13,3568.0,1531.0,5099.0
1250,CHAUNCEY ST,14,3577.0,1617.0,5194.0
1251,CHAUNCEY ST,15,3550.0,1530.0,5080.0
1252,CHAUNCEY ST,16,3613.0,1638.0,5251.0
1253,CHRISTOPHER ST,10,5314.0,5109.0,10423.0
1254,CHRISTOPHER ST,11,6653.0,5771.0,12424.0
1255,CHRISTOPHER ST,12,13445.0,13291.0,26736.0
1256,CHRISTOPHER ST,13,15660.0,14969.0,30629.0
1257,CHRISTOPHER ST,14,15472.0,14951.0,30423.0
1258,CHRISTOPHER ST,15,15936.0,15195.0,31131.0
1259,CHRISTOPHER ST,16,16012.0,15368.0,31380.0
1260,CHURCH AV,10,22883.0,14288.0,37171.0
1261,CHURCH AV,11,20512.0,15771.0,36283.0
1262,CHURCH AV,12,35689.0,23608.0,59297.0
1263,CHURCH AV,13,39905.0,27137.0,67042.0
1264,CHURCH AV,14,40905.0,28840.0,69745.0
1265,CHURCH AV,15,40689.0,28517.0,69206.0
1266,CHURCH AV,16,40514.0,28480.0,68994.0
1267,CITY / BUS,10,4859.0,4613.0,9472.0
1268,CITY / BUS,11,4291.0,4636.0,8927.0
1269,CITY / BUS,12,15531.0,15998.0,31529.0
1270,CITY / BUS,13,16344.0,17067.0,33411.0
1271,CITY / BUS,14,16178.0,16611.0,32789.0
1272,CITY / BUS,15,16872.0,17233.0,34105.0
1273,CITY / BUS,16,15891.0,16432.0,32323.0
1274,CITY HALL,10,2781.0,1759.0,4540.0
1275,CITY HALL,11,2938.0,1653.0,4591.0
1276,CITY HALL,12,7056.0,3860.0,10916.0
1277,CITY HALL,13,7807.0,3792.0,11599.0
1278,CITY HALL,14,7518.0,4083.0,11601.0
1279,CITY HALL,15,7825.0,4060.0,11885.0
1280,CITY HALL,16,7188.0,3712.0,10900.0
1281,CLARK ST,10,5478.0,3512.0,8990.0
1282,CLARK ST,11,6165.0,3613.0,9778.0
1283,CLARK ST,12,7354.0,3595.0,10949.0
1284,CLARK ST,13,6117.0,3595.0,9712.0
1285,CLARK ST,14,6228.0,3330.0,9558.0
1286,CLARK ST,15,6142.0,3483.0,9625.0
1287,CLARK ST,16,6177.0,3497.0,9674.0
1288,CLASSON AV,10,3051.0,2399.0,5450.0
1289,CLASSON AV,11,2890.0,2978.0,5868.0
1290,CLASSON AV,12,4521.0,4038.0,8559.0
1291,CLASSON AV,13,5168.0,4757.0,9925.0
1292,CLASSON AV,14,5357.0,5059.0,10416.0
1293,CLASSON AV,15,5282.0,4780.0,10062.0
1294,CLASSON AV,16,5553.0,5047.0,10600.0
1295,CLEVELAND ST,10,2222.0,2088.0,4310.0
1296,CLEVELAND ST,11,1985.0,2197.0,4182.0
1297,CLEVELAND ST,12,3201.0,3020.0,6221.0
1298,CLEVELAND ST,13,3790.0,3492.0,7282.0
1299,CLEVELAND ST,14,3838.0,3565.0,7403.0
1300,CLEVELAND ST,15,3857.0,3564.0,7421.0
1301,CLEVELAND ST,16,3903.0,3508.0,7411.0
1302,CLINTON-WASH AV,10,6878.0,2792.0,9670.0
1303,CLINTON-WASH AV,11,5974.0,3395.0,9369.0
1304,CLINTON-WASH AV,12,12036.0,5337.0,17373.0
1305,CLINTON-WASH AV,13,13163.0,6297.0,19460.0
1306,CLINTON-WASH AV,14,13364.0,6235.0,19599.0
1307,CLINTON-WASH AV,15,13867.0,6259.0,20126.0
1308,CLINTON-WASH AV,16,13274.0,6365.0,19639.0
1309,CONEY IS-STILLW,10,15970.0,12624.0,28594.0
1310,CONEY IS-STILLW,11,16548.0,11451.0,27999.0
1311,CONEY IS-STILLW,12,15590.0,12591.0,28181.0
1312,CONEY IS-STILLW,13,15213.0,14345.0,29558.0
1313,CONEY IS-STILLW,14,16681.0,13788.0,30469.0
1314,CONEY IS-STILLW,15,13574.0,12037.0,25611.0
1315,CONEY IS-STILLW,16,17493.0,14971.0,32464.0
1316,CORTELYOU RD,10,2907.0,706.0,3613.0
1317,CORTELYOU RD,11,2307.0,794.0,3101.0
1318,CORTELYOU RD,12,5700.0,1523.0,7223.0
1319,CORTELYOU RD,13,6628.0,2070.0,8698.0
1320,CORTELYOU RD,14,6540.0,1894.0,8434.0
1321,CORTELYOU RD,15,6670.0,2061.0,8731.0
1322,CORTELYOU RD,16,6386.0,1785.0,8171.0
1323,CORTLANDT ST,10,16071.0,10869.0,26940.0
1324,CORTLANDT ST,11,18378.0,13847.0,32225.0
1325,CORTLANDT ST,12,18051.0,13187.0,31238.0
1326,CORTLANDT ST,13,15750.0,11158.0,26908.0
1327,CORTLANDT ST,14,15529.0,11267.0,26796.0
1328,CORTLANDT ST,15,16374.0,11561.0,27935.0
1329,CORTLANDT ST,16,15970.0,11331.0,27301.0
1330,COURT SQ,10,6546.0,5261.0,11807.0
1331,COURT SQ,11,5565.0,4844.0,10409.0
1332,COURT SQ,12,14751.0,12264.0,27015.0
1333,COURT SQ,13,17215.0,13516.0,30731.0
1334,COURT SQ,14,17537.0,13718.0,31255.0
1335,COURT SQ,15,17860.0,14581.0,32441.0
1336,COURT SQ,16,17863.0,13745.0,31608.0
1337,COURT SQ-23 ST,10,1059.0,195.0,1254.0
1338,COURT SQ-23 ST,11,718.0,193.0,911.0
1339,COURT SQ-23 ST,12,7371.0,2000.0,9371.0
1340,COURT SQ-23 ST,13,9315.0,2897.0,12212.0
1341,COURT SQ-23 ST,14,9327.0,2886.0,12213.0
1342,COURT SQ-23 ST,15,9552.0,2854.0,12406.0
1343,COURT SQ-23 ST,16,9876.0,2865.0,12741.0
1344,CRESCENT ST,10,3368.0,3062.0,6430.0
1345,CRESCENT ST,11,2911.0,3289.0,6200.0
1346,CRESCENT ST,12,4857.0,4870.0,9727.0
1347,CRESCENT ST,13,5398.0,5666.0,11064.0
1348,CRESCENT ST,14,5406.0,5539.0,10945.0
1349,CRESCENT ST,15,5513.0,5632.0,11145.0
1350,CRESCENT ST,16,5410.0,5525.0,10935.0
1351,CROWN HTS-UTICA,10,13162.0,7928.0,21090.0
1352,CROWN HTS-UTICA,11,11370.0,9166.0,20536.0
1353,CROWN HTS-UTICA,12,26555.0,17423.0,43978.0
1354,CROWN HTS-UTICA,13,29526.0,20303.0,49829.0
1355,CROWN HTS-UTICA,14,29110.0,21066.0,50176.0
1356,CROWN HTS-UTICA,15,29437.0,20891.0,50328.0
1357,CROWN HTS-UTICA,16,28998.0,21364.0,50362.0
1358,CYPRESS AV,10,2278.0,1410.0,3688.0
1359,CYPRESS AV,11,1800.0,1291.0,3091.0
1360,CYPRESS AV,12,3836.0,2392.0,6228.0
1361,CYPRESS AV,13,4142.0,2486.0,6628.0
1362,CYPRESS AV,14,4419.0,2453.0,6872.0
1363,CYPRESS AV,15,4454.0,2711.0,7165.0
1364,CYPRESS AV,16,4400.0,2685.0,7085.0
1365,CYPRESS HILLS,10,807.0,485.0,1292.0
1366,CYPRESS HILLS,11,685.0,527.0,1212.0
1367,CYPRESS HILLS,12,1345.0,775.0,2120.0
1368,CYPRESS HILLS,13,1641.0,958.0,2599.0
1369,CYPRESS HILLS,14,1656.0,1076.0,2732.0
1370,CYPRESS HILLS,15,1660.0,1049.0,2709.0
1371,CYPRESS HILLS,16,1676.0,1030.0,2706.0
1372,DEKALB AV,10,16889.0,6426.0,23315.0
1373,DEKALB AV,11,15745.0,6207.0,21952.0
1374,DEKALB AV,12,30231.0,11406.0,41637.0
1375,DEKALB AV,13,35117.0,13613.0,48730.0
1376,DEKALB AV,14,35618.0,13886.0,49504.0
1377,DEKALB AV,15,35554.0,13440.0,48994.0
1378,DEKALB AV,16,34210.0,13018.0,47228.0
1379,DELANCEY/ESSEX,10,16273.0,13042.0,29315.0
1380,DELANCEY/ESSEX,11,17885.0,13798.0,31683.0
1381,DELANCEY/ESSEX,12,22329.0,16147.0,38476.0
1382,DELANCEY/ESSEX,13,26602.0,19120.0,45722.0
1383,DELANCEY/ESSEX,14,28054.0,20413.0,48467.0
1384,DELANCEY/ESSEX,15,28125.0,20535.0,48660.0
1385,DELANCEY/ESSEX,16,28645.0,21574.0,50219.0
1386,DITMAS AV,10,1873.0,1280.0,3153.0
1387,DITMAS AV,11,1933.0,1759.0,3692.0
1388,DITMAS AV,12,3700.0,2791.0,6491.0
1389,DITMAS AV,13,4189.0,3078.0,7267.0
1390,DITMAS AV,14,4353.0,3237.0,7590.0
1391,DITMAS AV,15,4282.0,3144.0,7426.0
1392,DITMAS AV,16,4135.0,3101.0,7236.0
1393,DYCKMAN ST,10,9432.0,2955.0,12387.0
1394,DYCKMAN ST,11,8800.0,3236.0,12036.0
1395,DYCKMAN ST,12,12035.0,3371.0,15406.0
1396,DYCKMAN ST,13,15608.0,4589.0,20197.0
1397,DYCKMAN ST,14,14897.0,4500.0,19397.0
1398,DYCKMAN ST,15,14949.0,4451.0,19400.0
1399,DYCKMAN ST,16,15113.0,4402.0,19515.0
1400,E 143/ST MARY'S,10,480.0,497.0,977.0
1401,E 143/ST MARY'S,11,425.0,508.0,933.0
1402,E 143/ST MARY'S,12,863.0,841.0,1704.0
1403,E 143/ST MARY'S,13,1142.0,1205.0,2347.0
1404,E 143/ST MARY'S,14,1178.0,1217.0,2395.0
1405,E 143/ST MARY'S,15,1203.0,1294.0,2497.0
1406,E 143/ST MARY'S,16,1150.0,1253.0,2403.0
1407,E 149 ST,10,2707.0,2266.0,4973.0
1408,E 149 ST,11,2463.0,2551.0,5014.0
1409,E 149 ST,12,4352.0,3785.0,8137.0
1410,E 149 ST,13,5176.0,4688.0,9864.0
1411,E 149 ST,14,5291.0,4641.0,9932.0
1412,E 149 ST,15,5361.0,4653.0,10014.0
1413,E 149 ST,16,5480.0,4725.0,10205.0
1414,E 180 ST,10,4727.0,3330.0,8057.0
1415,E 180 ST,11,3981.0,3505.0,7486.0
1416,E 180 ST,12,7351.0,5451.0,12802.0
1417,E 180 ST,13,8434.0,6381.0,14815.0
1418,E 180 ST,14,9077.0,7241.0,16318.0
1419,E 180 ST,15,9073.0,6845.0,15918.0
1420,E 180 ST,16,9050.0,6617.0,15667.0
1421,EAST 105 ST,10,1841.0,1510.0,3351.0
1422,EAST 105 ST,11,1550.0,1650.0,3200.0
1423,EAST 105 ST,12,3845.0,3523.0,7368.0
1424,EAST 105 ST,13,4326.0,3974.0,8300.0
1425,EAST 105 ST,14,4288.0,3945.0,8233.0
1426,EAST 105 ST,15,4312.0,3868.0,8180.0
1427,EAST 105 ST,16,4341.0,3903.0,8244.0
1428,EAST BROADWAY,10,8792.0,5870.0,14662.0
1429,EAST BROADWAY,11,9652.0,6623.0,16275.0
1430,EAST BROADWAY,12,14214.0,5593.0,19807.0
1431,EAST BROADWAY,13,15059.0,7251.0,22310.0
1432,EAST BROADWAY,14,15610.0,7019.0,22629.0
1433,EAST BROADWAY,15,15673.0,6829.0,22502.0
1434,EAST BROADWAY,16,15453.0,7402.0,22855.0
1435,EASTCHSTER/DYRE,10,1741.0,2061.0,3802.0
1436,EASTCHSTER/DYRE,11,1435.0,1875.0,3310.0
1437,EASTCHSTER/DYRE,12,4742.0,4358.0,9100.0
1438,EASTCHSTER/DYRE,13,5429.0,5130.0,10559.0
1439,EASTCHSTER/DYRE,14,5207.0,4899.0,10106.0
1440,EASTCHSTER/DYRE,15,5453.0,5091.0,10544.0
1441,EASTCHSTER/DYRE,16,5318.0,4903.0,10221.0
1442,EASTN PKWY-MUSM,10,3093.0,2898.0,5991.0
1443,EASTN PKWY-MUSM,11,3023.0,3020.0,6043.0
1444,EASTN PKWY-MUSM,12,4046.0,3398.0,7444.0
1445,EASTN PKWY-MUSM,13,4851.0,4539.0,9390.0
1446,EASTN PKWY-MUSM,14,4934.0,4606.0,9540.0
1447,EASTN PKWY-MUSM,15,5113.0,4975.0,10088.0
1448,EASTN PKWY-MUSM,16,5212.0,4676.0,9888.0
1449,ELDER AV,10,4179.0,3605.0,7784.0
1450,ELDER AV,11,3214.0,3475.0,6689.0
1451,ELDER AV,12,6271.0,4887.0,11158.0
1452,ELDER AV,13,6970.0,5950.0,12920.0
1453,ELDER AV,14,6983.0,6314.0,13297.0
1454,ELDER AV,15,7124.0,6093.0,13217.0
1455,ELDER AV,16,7261.0,6433.0,13694.0
1456,ELMHURST AV,10,6382.0,2072.0,8454.0
1457,ELMHURST AV,11,5969.0,2042.0,8011.0
1458,ELMHURST AV,12,12587.0,2885.0,15472.0
1459,ELMHURST AV,13,13897.0,2920.0,16817.0
1460,ELMHURST AV,14,13894.0,2977.0,16871.0
1461,ELMHURST AV,15,13951.0,3032.0,16983.0
1462,ELMHURST AV,16,13875.0,2921.0,16796.0
1463,EUCLID AV,10,6123.0,1750.0,7873.0
1464,EUCLID AV,11,5333.0,1922.0,7255.0
1465,EUCLID AV,12,9830.0,2824.0,12654.0
1466,EUCLID AV,13,11795.0,3276.0,15071.0
1467,EUCLID AV,14,12049.0,3270.0,15319.0
1468,EUCLID AV,15,11982.0,3186.0,15168.0
1469,EUCLID AV,16,11802.0,3252.0,15054.0
1470,EXCHANGE PLACE,10,5347.0,4969.0,10316.0
1471,EXCHANGE PLACE,11,4640.0,5769.0,10409.0
1472,EXCHANGE PLACE,12,18016.0,17376.0,35392.0
1473,EXCHANGE PLACE,13,18580.0,18742.0,37322.0
1474,EXCHANGE PLACE,14,18347.0,16587.0,34934.0
1475,EXCHANGE PLACE,15,18784.0,17149.0,35933.0
1476,EXCHANGE PLACE,16,17049.0,17200.0,34249.0
1477,FAR ROCKAWAY,10,2854.0,2695.0,5549.0
1478,FAR ROCKAWAY,11,2671.0,2873.0,5544.0
1479,FAR ROCKAWAY,12,5031.0,4904.0,9935.0
1480,FAR ROCKAWAY,13,5279.0,5201.0,10480.0
1481,FAR ROCKAWAY,14,5406.0,5371.0,10777.0
1482,FAR ROCKAWAY,15,5458.0,5507.0,10965.0
1483,FAR ROCKAWAY,16,5513.0,5411.0,10924.0
1484,FLATBUSH AV-B.C,10,9968.0,5163.0,15131.0
1485,FLATBUSH AV-B.C,11,7455.0,4732.0,12187.0
1486,FLATBUSH AV-B.C,12,21827.0,12865.0,34692.0
1487,FLATBUSH AV-B.C,13,24509.0,14165.0,38674.0
1488,FLATBUSH AV-B.C,14,24760.0,13911.0,38671.0
1489,FLATBUSH AV-B.C,15,24605.0,14116.0,38721.0
1490,FLATBUSH AV-B.C,16,22280.0,12220.0,34500.0
1491,FLUSHING AV,10,6873.0,2991.0,9864.0
1492,FLUSHING AV,11,6375.0,3267.0,9642.0
1493,FLUSHING AV,12,11770.0,5701.0,17471.0
1494,FLUSHING AV,13,12996.0,6018.0,19014.0
1495,FLUSHING AV,14,12762.0,6021.0,18783.0
1496,FLUSHING AV,15,13024.0,5905.0,18929.0
1497,FLUSHING AV,16,12951.0,5636.0,18587.0
1498,FLUSHING-MAIN,10,37123.0,29348.0,66471.0
1499,FLUSHING-MAIN,11,35752.0,30322.0,66074.0
1500,FLUSHING-MAIN,12,60327.0,45595.0,105922.0
1501,FLUSHING-MAIN,13,64889.0,49009.0,113898.0
1502,FLUSHING-MAIN,14,64682.0,50460.0,115142.0
1503,FLUSHING-MAIN,15,65072.0,50727.0,115799.0
1504,FLUSHING-MAIN,16,64810.0,50372.0,115182.0
1505,FORDHAM RD,10,14901.0,5126.0,20027.0
1506,FORDHAM RD,11,13644.0,5223.0,18867.0
1507,FORDHAM RD,12,22774.0,7367.0,30141.0
1508,FORDHAM RD,13,25420.0,8101.0,33521.0
